0.07769397	0.24538226	-0.26275367	-0.6231148	0.26162395	0.2712941	0.2648847	-0.01017069	-0.21242622	0.032701567	-0.21250768	-0.00070688827	0.041491248	-0.3947091	-0.075082876	0.105326
0.028982243	-0.0027394688	-0.17279232	-0.40245277	0.09184986	0.1818482	0.12264656	0.07955973	-0.16638586	0.07839303	-0.25401083	-0.13548924	-0.034101587	-0.32245064	-0.1532169	-0.24193731
-0.1345704	-0.13569042	-0.2453424	-0.68410563	-0.16462053	0.16861281	0.1881548	0.20202696	-0.2991567	0.31075072	-0.4614033	-0.12667188	0.32525286	0.13945036	-0.2542246	-0.32338405
0.06860195	0.26351857	-0.124324135	-0.4435591	0.20626287	0.29727986	0.12767027	-0.010272089	-0.13248898	-0.13379937	0.07233667	0.09187008	-0.18131661	-0.34591198	0.01705134	0.35713464
0.09825917	-0.21686476	-0.52958834	-0.1983443	-0.10579791	0.40279362	0.40960425	0.28951192	-0.21542932	-0.19488138	0.09906298	-0.31349674	0.01578659	0.00059905916	-0.10247637	-0.045758
-0.4857591	-0.22592612	-0.0023640825	-0.97067857	-0.26389036	-0.18834239	0.0047684223	0.18113546	-0.57251984	0.9363113	-0.862397	-0.009039888	0.63862836	0.49207786	-0.47763875	-0.42330292
-0.14278719	0.068582974	-0.0053277495	-0.3872513	0.0396409	0.20746966	-0.009974718	0.11054131	-0.23417915	0.044333298	-0.18410091	-0.017740427	-0.029232113	-0.112371065	-0.17508163	-0.1125661
0.19314957	0.03710453	-0.26333898	-0.30785567	0.1258131	0.1894315	0.2414139	-0.04687597	-0.054799326	0.12651105	-0.23512185	-0.17302813	0.07492696	-0.28539914	0.07467258	-0.09876981
0.27095658	0.3532399	-0.27091265	-0.37704706	0.22423379	0.18344703	0.30314183	-0.22513875	0.043667942	0.029435197	0.08490532	-0.0075246748	0.12592836	-0.2074886	0.36397153	0.39357442
0.027554277	0.2547639	-0.041609548	-0.43858686	0.19891284	0.041461498	0.05797356	-0.14056855	-0.12933059	0.13325253	-0.09012306	0.18405262	0.094508424	-0.29002345	0.059125956	0.15136059
